latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
55.20455,-107.83514,352.56,1.21,1.1,2025-08-01,402,Terra,MODIS,100,6.1NRT,301.45,83.98,N
55.19884,-107.89103,330,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,297.48,32.1,N
55.19695,-107.90955,313.79,1.21,1.09,2025-08-01,402,Terra,MODIS,27,6.1NRT,294.46,10.56,N
55.30363,-106.92849,343.18,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.06,69.72,N
55.30172,-106.94871,392.41,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,304.06,308.58,N
55.29981,-106.96886,370.06,1.3,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,297.48,169.39,N
55.2979,-106.98892,318.99,1.3,1.13,2025-08-01,402,Terra,MODIS,98,6.1NRT,294.06,21.99,N
55.296,-107.0089,337.35,1.3,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,298.34,54.61,N
55.29411,-107.02877,312.48,1.3,1.13,2025-08-01,402,Terra,MODIS,72,6.1NRT,293.8,13.9,N
55.21605,-107.81956,383.99,1.22,1.1,2025-08-01,402,Terra,MODIS,100,6.1NRT,301.55,223.85,N
55.21415,-107.83813,351.68,1.21,1.1,2025-08-01,402,Terra,MODIS,100,6.1NRT,299.08,80.9,N
55.21225,-107.85672,340.05,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,299.45,50.89,N
55.21034,-107.87537,314.42,1.21,1.09,2025-08-01,402,Terra,MODIS,11,6.1NRT,294.76,11.16,N
55.20653,-107.91253,322.13,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.07,20.55,N
55.20084,-107.96776,317.15,1.2,1.09,2025-08-01,402,Terra,MODIS,79,6.1NRT,292.86,18.1,N
55.46163,-105.2504,304.68,1.53,1.22,2025-08-01,402,Terra,MODIS,34,6.1NRT,290.71,11.26,N
55.31169,-106.95152,317.34,1.31,1.13,2025-08-01,402,Terra,MODIS,95,6.1NRT,292.08,20.27,N
55.30977,-106.9717,327.44,1.3,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,292.33,36.28,N
55.21802,-107.89699,356.68,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,301.95,97.56,N
55.21611,-107.9155,326.99,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.07,27.81,N
55.21039,-107.97082,350.15,1.2,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.93,80.29,N
55.3125,-106.93755,312.62,1.31,1.13,2025-08-01,402,Terra,MODIS,61,6.1NRT,291.86,14.47,N
55.31065,-106.95777,328.5,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.39,38.1,N
55.3088,-106.97794,320.07,1.3,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.93,25.4,N
55.30146,-107.05781,302.24,1.29,1.13,2025-08-01,402,Terra,MODIS,39,6.1NRT,290.03,6.54,N
55.2202,-107.90405,353.01,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,300.32,87.9,N
55.2128,-107.97794,347.08,1.2,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.42,73.65,N
55.46445,-105.25759,300.72,1.53,1.22,2025-08-01,402,Terra,MODIS,5,6.1NRT,290.07,7.19,N
55.32618,-106.89978,307.77,1.31,1.14,2025-08-01,402,Terra,MODIS,29,6.1NRT,292.09,9.66,N
55.22979,-107.90701,321.47,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.33,22.79,N
55.22421,-107.96252,313.8,1.2,1.09,2025-08-01,402,Terra,MODIS,88,6.1NRT,293.9,15.02,N
55.22235,-107.98098,319.44,1.2,1.09,2025-08-01,402,Terra,MODIS,99,6.1NRT,293.34,21.59,N
55.62965,-102.99147,307.78,1.93,1.36,2025-08-01,402,Terra,MODIS,29,6.1NRT,292.07,19.96,N
55.49363,-105.01993,367.91,1.57,1.23,2025-08-01,402,Terra,MODIS,100,6.1NRT,305.18,208.68,N
55.49179,-105.04421,325.69,1.56,1.23,2025-08-01,402,Terra,MODIS,86,6.1NRT,293.41,41.48,N
55.47889,-105.2127,315.87,1.54,1.22,2025-08-01,402,Terra,MODIS,22,6.1NRT,291.72,23.29,N
55.47705,-105.23649,335.58,1.53,1.22,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.35,66,N
55.4752,-105.26033,330.51,1.53,1.22,2025-08-01,402,Terra,MODIS,100,6.1NRT,292.39,54.87,N
55.34552,-106.80029,316.67,1.32,1.14,2025-08-01,402,Terra,MODIS,94,6.1NRT,292.52,20.72,N
55.34363,-106.82101,358.43,1.32,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.33,122.14,N
55.34177,-106.84151,305.08,1.32,1.14,2025-08-01,402,Terra,MODIS,41,6.1NRT,292.4,7.39,N
55.23564,-107.94706,378.45,1.21,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,302.53,191.32,N
55.23378,-107.96553,362.7,1.2,1.09,2025-08-01,402,Terra,MODIS,100,6.1NRT,298.15,121.47,N
55.50451,-105.02251,381.29,1.57,1.23,2025-08-01,402,Terra,MODIS,100,6.1NRT,308.51,302.79,N
55.50265,-105.0469,347.65,1.56,1.23,2025-08-01,402,Terra,MODIS,100,6.1NRT,300.58,106.65,N
55.35555,-106.80317,319.04,1.32,1.14,2025-08-01,402,Terra,MODIS,94,6.1NRT,294.18,22.73,N
55.35367,-106.82375,361.75,1.32,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,299.44,134.28,N
55.35179,-106.84429,344.64,1.32,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.12,75.36,N
55.31063,-107.2844,301.5,1.27,1.12,2025-08-01,402,Terra,MODIS,40,6.1NRT,290.47,6.11,N
55.30877,-107.30396,308.84,1.27,1.12,2025-08-01,402,Terra,MODIS,76,6.1NRT,291.1,11.69,N
55.24521,-107.95007,314.31,1.21,1.09,2025-08-01,402,Terra,MODIS,89,6.1NRT,293.59,15.22,N
55.51726,-105.00064,416.96,1.57,1.23,2025-08-01,402,Terra,MODIS,100,6.1NRT,304.59,714.82,N
55.51539,-105.02509,407.54,1.57,1.23,2025-08-01,402,Terra,MODIS,100,6.1NRT,309.44,576.82,N
55.51352,-105.04955,329.2,1.56,1.23,2025-08-01,402,Terra,MODIS,95,6.1NRT,296.19,48.73,N
55.50417,-105.17043,320.19,1.54,1.22,2025-08-01,402,Terra,MODIS,44,6.1NRT,293.8,29.57,N
55.50045,-105.21812,328.36,1.54,1.22,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.82,46.81,N
55.36744,-106.78568,370.28,1.33,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,300.34,174.39,N
55.36557,-106.80612,351.84,1.32,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,297.91,95.54,N
55.3637,-106.8265,345.4,1.32,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.32,75.72,N
55.52628,-105.02765,375.86,1.57,1.23,2025-08-01,402,Terra,MODIS,100,6.1NRT,300.97,261.37,N
55.5244,-105.05202,348.24,1.56,1.23,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.57,104.15,N
55.5131,-105.19694,319.39,1.54,1.22,2025-08-01,402,Terra,MODIS,51,6.1NRT,293.07,27.4,N
55.51122,-105.2209,315.64,1.54,1.22,2025-08-01,402,Terra,MODIS,70,6.1NRT,292.48,22.99,N
55.3756,-106.80907,336.49,1.32,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.53,53.23,N
55.53527,-105.05464,325.94,1.56,1.23,2025-08-01,402,Terra,MODIS,63,6.1NRT,293.68,41.37,N
55.52389,-105.19971,325.26,1.54,1.22,2025-08-01,402,Terra,MODIS,100,6.1NRT,292.53,43.54,N
55.522,-105.22363,324.43,1.54,1.22,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.98,42.14,N
55.38563,-106.8119,309.89,1.32,1.14,2025-08-01,402,Terra,MODIS,58,6.1NRT,291.87,12.37,N
55.83635,-100.03163,304.4,2.64,1.56,2025-08-01,402,Terra,MODIS,60,6.1NRT,289.38,27.17,N
55.54424,-105.08144,308.99,1.56,1.23,2025-08-01,402,Terra,MODIS,76,6.1NRT,292.02,16.11,N
55.54232,-105.10583,305.78,1.55,1.23,2025-08-01,402,Terra,MODIS,65,6.1NRT,291.23,12.24,N
55.40762,-106.79706,353.81,1.33,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.5,105.27,N
55.4057,-106.81756,312.66,1.32,1.14,2025-08-01,402,Terra,MODIS,81,6.1NRT,291.18,15.45,N
55.40379,-106.83808,313.88,1.32,1.14,2025-08-01,402,Terra,MODIS,88,6.1NRT,290.47,17.45,N
55.3579,-107.31838,315.33,1.27,1.12,2025-08-01,402,Terra,MODIS,91,6.1NRT,292.47,18.63,N
55.356,-107.33789,302.57,1.27,1.12,2025-08-01,402,Terra,MODIS,17,6.1NRT,290.93,5.87,N
55.86248,-100.07632,315.15,2.63,1.56,2025-08-01,402,Terra,MODIS,91,6.1NRT,290.9,55.37,N
55.86086,-100.11766,315.25,2.62,1.55,2025-08-01,402,Terra,MODIS,91,6.1NRT,290.12,55.24,N
55.71747,-102.94684,304.74,1.94,1.36,2025-08-01,402,Terra,MODIS,61,6.1NRT,290.06,18.35,N
55.40419,-106.94286,307.19,1.31,1.14,2025-08-01,402,Terra,MODIS,70,6.1NRT,290.21,11.39,N
55.82784,-100.03622,301.46,2.64,1.56,2025-08-01,402,Terra,MODIS,27,6.1NRT,289.03,18.46,N
55.40267,-106.9482,305.27,1.31,1.14,2025-08-01,402,Terra,MODIS,58,6.1NRT,289.87,9.65,N
55.70975,-102.95051,304.29,1.94,1.36,2025-08-01,402,Terra,MODIS,59,6.1NRT,290.99,18.81,N
55.42822,-106.89301,304.62,1.32,1.14,2025-08-01,402,Terra,MODIS,61,6.1NRT,290.62,9.47,N
55.86798,-100.08252,321.52,2.63,1.56,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.12,78.26,N
55.86654,-100.12386,310.4,2.62,1.55,2025-08-01,402,Terra,MODIS,80,6.1NRT,289.49,39,N
55.88182,-100.08413,310.72,2.63,1.56,2025-08-01,402,Terra,MODIS,78,6.1NRT,290.05,41.15,N
55.75489,-102.80334,303.36,1.97,1.37,2025-08-01,402,Terra,MODIS,55,6.1NRT,289.8,17.11,N
55.57212,-105.45828,324.44,1.5,1.21,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.54,40.93,N
55.57023,-105.48185,304.03,1.5,1.21,2025-08-01,402,Terra,MODIS,58,6.1NRT,290.37,10.88,N
55.89566,-100.08571,346.23,2.63,1.56,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.41,226.67,N
55.89062,-100.57359,324.35,2.5,1.52,2025-08-01,402,Terra,MODIS,100,6.1NRT,289.31,87.6,N
55.78942,-102.84142,309.45,1.96,1.37,2025-08-01,402,Terra,MODIS,57,6.1NRT,290.02,23.47,N
55.78757,-102.8722,308.97,1.96,1.37,2025-08-01,402,Terra,MODIS,57,6.1NRT,289.15,23.06,N
55.46868,-107.00932,300.2,1.31,1.13,2025-08-01,402,Terra,MODIS,3,6.1NRT,289.44,4.58,N
55.79968,-102.87434,322.88,1.96,1.37,2025-08-01,402,Terra,MODIS,86,6.1NRT,290.7,51.91,N
55.81928,-102.75299,316.4,1.98,1.37,2025-08-01,402,Terra,MODIS,74,6.1NRT,290.05,38.72,N
55.81179,-102.87627,317.57,1.96,1.37,2025-08-01,402,Terra,MODIS,34,6.1NRT,289.73,37.29,N
55.8099,-102.9071,376.04,1.95,1.36,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.15,363.22,N
55.80799,-102.93817,311.01,1.95,1.36,2025-08-01,402,Terra,MODIS,6,6.1NRT,289.01,26.12,N
55.49052,-106.99494,362.05,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,297.04,133.49,N
55.48859,-107.01521,337.08,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.67,56.1,N
55.48668,-107.03539,327.79,1.3,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.12,37.76,N
55.24286,-109.35994,308.48,1.1,1.05,2025-08-01,402,Terra,MODIS,75,6.1NRT,292.5,9.62,N
55.24094,-109.37666,315.28,1.1,1.05,2025-08-01,402,Terra,MODIS,91,6.1NRT,291.08,15.95,N
55.89851,-100.58139,313.02,2.5,1.52,2025-08-01,402,Terra,MODIS,86,6.1NRT,288.52,47.35,N
55.79357,-102.84888,311.6,1.96,1.37,2025-08-01,402,Terra,MODIS,22,6.1NRT,290.03,25.81,N
55.79185,-102.87972,318.43,1.96,1.37,2025-08-01,402,Terra,MODIS,85,6.1NRT,289.76,41.42,N
55.4893,-107.00099,329.34,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.22,38.76,N
55.48745,-107.02129,336.65,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.75,55.5,N
55.48561,-107.04147,314.95,1.3,1.13,2025-08-01,402,Terra,MODIS,90,6.1NRT,289.92,19.21,N
55.2506,-109.35175,316.03,1.1,1.05,2025-08-01,402,Terra,MODIS,43,6.1NRT,293.8,15.76,N
55.24872,-109.36853,328.57,1.1,1.05,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.72,30.73,N
55.24683,-109.3853,316.66,1.1,1.05,2025-08-01,402,Terra,MODIS,88,6.1NRT,290.84,16.99,N
55.80396,-102.88181,339.91,1.96,1.37,2025-08-01,402,Terra,MODIS,100,6.1NRT,292.17,113.95,N
55.8022,-102.91273,348.9,1.95,1.36,2025-08-01,402,Terra,MODIS,100,6.1NRT,292.05,158.76,N
55.50299,-106.96322,367.03,1.31,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.91,154.46,N
55.50113,-106.9836,431.84,1.31,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,307.2,744.8,N
55.49927,-107.00391,364.49,1.31,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.36,145.06,N
55.25974,-109.35487,326.98,1.1,1.05,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.16,28.81,N
55.82305,-102.76046,325.43,1.98,1.37,2025-08-01,402,Terra,MODIS,100,6.1NRT,290.11,63.58,N
55.51484,-106.94568,328.56,1.31,1.14,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.78,38.02,N
55.27077,-109.34121,314.2,1.1,1.05,2025-08-01,402,Terra,MODIS,48,6.1NRT,293.34,12.55,N
55.26888,-109.35805,332.35,1.1,1.05,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.37,34.45,N
55.93908,-100.58635,309.72,2.5,1.52,2025-08-01,402,Terra,MODIS,78,6.1NRT,290.9,38,N
55.27991,-109.34441,321.55,1.1,1.05,2025-08-01,402,Terra,MODIS,100,6.1NRT,292.89,19.47,N
55.27801,-109.36127,331.24,1.1,1.05,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.61,31.54,N
55.27611,-109.37809,318.24,1.1,1.05,2025-08-01,402,Terra,MODIS,59,6.1NRT,292.77,15.5,N
55.26851,-109.44516,300.89,1.1,1.04,2025-08-01,402,Terra,MODIS,35,6.1NRT,289.51,5.39,N
55.95572,-100.50845,315.08,2.52,1.53,2025-08-01,402,Terra,MODIS,91,6.1NRT,291.8,50.89,N
55.95418,-100.54808,313.21,2.51,1.52,2025-08-01,402,Terra,MODIS,83,6.1NRT,290.33,42.78,N
55.8474,-102.7647,373.73,1.98,1.37,2025-08-01,402,Terra,MODIS,100,6.1NRT,297.08,350.81,N
55.28905,-109.34761,375.51,1.1,1.05,2025-08-01,402,Terra,MODIS,100,6.1NRT,299.97,154.93,N
55.28714,-109.36449,339.4,1.1,1.05,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.27,46.33,N
55.9693,-100.51002,340.41,2.52,1.53,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.89,164.94,N
55.85778,-102.79781,314.43,1.98,1.37,2025-08-01,402,Terra,MODIS,30,6.1NRT,290.37,33.97,N
55.51453,-107.27658,301.18,1.28,1.12,2025-08-01,402,Terra,MODIS,33,6.1NRT,289.98,6.38,N
55.29819,-109.35081,317.99,1.1,1.05,2025-08-01,402,Terra,MODIS,96,6.1NRT,291.91,17.5,N
55.29437,-109.38449,311.01,1.1,1.05,2025-08-01,402,Terra,MODIS,76,6.1NRT,291.38,11.1,N
55.29247,-109.40127,306.99,1.1,1.05,2025-08-01,402,Terra,MODIS,41,6.1NRT,290.13,7.91,N
55.57574,-106.73027,332.09,1.34,1.15,2025-08-01,402,Terra,MODIS,98,6.1NRT,296.2,45.92,N
55.57004,-106.79265,323.07,1.33,1.14,2025-08-01,402,Terra,MODIS,46,6.1NRT,292.47,26.5,N
55.58776,-106.7122,326.56,1.34,1.15,2025-08-01,402,Terra,MODIS,68,6.1NRT,295.7,34.5,N
55.58583,-106.7332,344.35,1.34,1.15,2025-08-01,402,Terra,MODIS,100,6.1NRT,298.75,74.6,N
55.95476,-101.71236,306.6,2.22,1.44,2025-08-01,402,Terra,MODIS,69,6.1NRT,292.98,25.22,N
55.59593,-106.73605,319.47,1.34,1.15,2025-08-01,402,Terra,MODIS,23,6.1NRT,295.22,21.11,N
55.41018,-108.59737,314.34,1.16,1.07,2025-08-01,402,Terra,MODIS,89,6.1NRT,293.74,15.58,N
55.60603,-106.73888,348.53,1.34,1.15,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.71,85.08,N
55.6041,-106.75974,334.48,1.34,1.15,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.13,49.71,N
55.56165,-107.20885,309.72,1.29,1.13,2025-08-01,402,Terra,MODIS,78,6.1NRT,292.75,13.14,N
55.55973,-107.22879,340.93,1.29,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.09,64.2,N
55.55782,-107.24863,312.16,1.28,1.12,2025-08-01,402,Terra,MODIS,39,6.1NRT,291.15,13.1,N
55.41763,-108.61831,310.89,1.16,1.07,2025-08-01,402,Terra,MODIS,80,6.1NRT,294.05,12.3,N
55.40994,-108.68921,306.64,1.15,1.07,2025-08-01,402,Terra,MODIS,17,6.1NRT,292.52,8.42,N
55.40802,-108.70691,309.56,1.15,1.07,2025-08-01,402,Terra,MODIS,58,6.1NRT,290.39,10.87,N
55.56107,-107.21432,321.6,1.29,1.13,2025-08-01,402,Terra,MODIS,92,6.1NRT,293.92,25.62,N
55.55922,-107.23424,328.18,1.29,1.13,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.73,35.85,N
55.42151,-108.62515,308.02,1.16,1.07,2025-08-01,402,Terra,MODIS,68,6.1NRT,292.61,10.96,N
55.57426,-107.50233,316.21,1.26,1.11,2025-08-01,402,Terra,MODIS,93,6.1NRT,291.24,19.84,N
56.72486,-109.52382,306.9,1.13,1.06,2025-08-01,402,Terra,MODIS,37,6.1NRT,291.55,5.14,N
56.70917,-109.66766,307.26,1.12,1.05,2025-08-01,402,Terra,MODIS,30,6.1NRT,291.19,6.91,N
56.72428,-109.61729,317.86,1.12,1.06,2025-08-01,402,Terra,MODIS,93,6.1NRT,294.46,15.56,N
56.72232,-109.63519,317.91,1.12,1.06,2025-08-01,402,Terra,MODIS,93,6.1NRT,294.46,15.66,N
56.72036,-109.65305,307.89,1.12,1.06,2025-08-01,402,Terra,MODIS,36,6.1NRT,294.03,7.33,N
56.74729,-109.49448,332.87,1.13,1.06,2025-08-01,402,Terra,MODIS,55,6.1NRT,283.22,36.57,N
56.73358,-109.62003,313.6,1.12,1.06,2025-08-01,402,Terra,MODIS,61,6.1NRT,293.85,10.55,N
56.80352,-109.05938,313.23,1.17,1.07,2025-08-01,402,Terra,MODIS,12,6.1NRT,270.39,15.25,N
56.75654,-109.49799,328.84,1.13,1.06,2025-08-01,402,Terra,MODIS,81,6.1NRT,276.33,31.19,N
56.81883,-109.00663,364.57,1.17,1.08,2025-08-01,402,Terra,MODIS,100,6.1NRT,285.36,124.21,N
56.81687,-109.02528,327.44,1.17,1.08,2025-08-01,402,Terra,MODIS,78,6.1NRT,278.71,31.34,N
56.75388,-109.60995,316.94,1.12,1.06,2025-08-01,402,Terra,MODIS,28,6.1NRT,293.73,11.94,N
56.75192,-109.62776,346.02,1.12,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.31,59.07,N
56.82431,-109.0472,318.03,1.17,1.08,2025-08-01,402,Terra,MODIS,69,6.1NRT,276.63,18.41,N
56.76314,-109.61309,368.08,1.12,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,301.52,125.16,N
56.76118,-109.63083,349.87,1.12,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.1,68.48,N
57.45032,-100.32448,308.99,2.64,1.56,2025-08-01,402,Terra,MODIS,76,6.1NRT,286.41,43.31,N
56.83964,-108.99458,342.65,1.17,1.08,2025-08-01,402,Terra,MODIS,100,6.1NRT,286.23,60.64,N
56.77435,-109.59863,448.91,1.13,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,316.02,825.21,N
56.77236,-109.61659,469.27,1.12,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,320.68,1177.05,N
56.77039,-109.63438,328.52,1.12,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.34,27.51,N
56.84709,-109.01655,322.81,1.17,1.08,2025-08-01,402,Terra,MODIS,69,6.1NRT,286.31,25.07,N
56.82134,-109.25713,313.8,1.15,1.07,2025-08-01,402,Terra,MODIS,83,6.1NRT,283.3,16.08,N
56.81931,-109.27589,340.19,1.15,1.07,2025-08-01,402,Terra,MODIS,100,6.1NRT,286.46,54.61,N
56.8173,-109.29442,302.11,1.15,1.07,2025-08-01,402,Terra,MODIS,42,6.1NRT,282.61,6.04,N
56.80144,-109.43998,304.54,1.14,1.06,2025-08-01,402,Terra,MODIS,60,6.1NRT,281.63,8.65,N
56.78755,-109.56618,338.11,1.13,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,291.73,43.6,N
56.78556,-109.5842,389.21,1.13,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,301.04,226.72,N
56.78355,-109.60223,369.4,1.13,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.29,130.59,N
56.78157,-109.62009,346.36,1.12,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.16,60.2,N
56.85037,-109.02343,335.7,1.17,1.08,2025-08-01,402,Terra,MODIS,100,6.1NRT,289.47,45.79,N
56.84844,-109.04214,319.45,1.17,1.08,2025-08-01,402,Terra,MODIS,93,6.1NRT,286.13,21.64,N
56.84651,-109.06077,309.36,1.17,1.08,2025-08-01,402,Terra,MODIS,46,6.1NRT,283.41,10.94,N
56.82526,-109.26427,340.37,1.15,1.07,2025-08-01,402,Terra,MODIS,100,6.1NRT,284.56,55.76,N
56.82329,-109.28301,329.44,1.15,1.07,2025-08-01,402,Terra,MODIS,100,6.1NRT,285.14,35.9,N
56.81557,-109.35598,307,1.14,1.07,2025-08-01,402,Terra,MODIS,22,6.1NRT,283.7,9.01,N
56.79229,-109.57347,375.19,1.13,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.22,155.9,N
56.79033,-109.59164,344.42,1.13,1.06,2025-08-01,402,Terra,MODIS,93,6.1NRT,295.57,55.8,N
57.44204,-100.32869,303.23,2.64,1.56,2025-08-01,402,Terra,MODIS,26,6.1NRT,285.77,27.64,N
56.85978,-109.02676,364.99,1.17,1.08,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.19,126.12,N
56.85785,-109.04543,396.88,1.17,1.08,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.27,294.32,N
56.85591,-109.06415,326.22,1.17,1.08,2025-08-01,402,Terra,MODIS,97,6.1NRT,286.13,29.06,N
56.82098,-109.39597,324.54,1.14,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,285.8,26.66,N
56.80348,-109.55891,413.73,1.13,1.06,2025-08-01,402,Terra,MODIS,100,6.1NRT,290.64,411.09,N
55.23812,-110.56011,301.69,1.04,1.02,2025-08-01,402,Terra,MODIS,43,6.1NRT,289.36,5.88,N
55.23617,-110.57594,305.84,1.04,1.02,2025-08-01,402,Terra,MODIS,66,6.1NRT,289.23,8.57,N
55.70343,-106.2008,304.14,1.41,1.18,2025-08-01,402,Terra,MODIS,58,6.1NRT,292.18,8.85,N
55.66743,-106.61112,315.53,1.36,1.15,2025-08-01,402,Terra,MODIS,79,6.1NRT,292.83,19.66,N
56.0654,-100.68661,317.52,2.48,1.52,2025-08-01,402,Terra,MODIS,95,6.1NRT,290.78,60.2,N
56.01457,-101.79792,315.14,2.2,1.44,2025-08-01,402,Terra,MODIS,34,6.1NRT,292.5,39.54,N
55.70045,-106.35652,344.93,1.39,1.17,2025-08-01,402,Terra,MODIS,100,6.1NRT,299.3,82.98,N
55.6795,-106.59273,324.65,1.36,1.16,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.74,33.4,N
55.67759,-106.61398,309.22,1.36,1.15,2025-08-01,402,Terra,MODIS,34,6.1NRT,292.46,12.19,N
55.96917,-102.85522,304.18,1.97,1.37,2025-08-01,402,Terra,MODIS,51,6.1NRT,290.37,17.17,N
55.93374,-103.42892,328.99,1.86,1.33,2025-08-01,402,Terra,MODIS,100,6.1NRT,293.55,69.31,N
55.71074,-106.35931,313.92,1.39,1.17,2025-08-01,402,Terra,MODIS,88,6.1NRT,294.07,19.67,N
55.70882,-106.38099,307.31,1.39,1.17,2025-08-01,402,Terra,MODIS,71,6.1NRT,292.09,12.78,N
55.69158,-106.57432,325.65,1.36,1.16,2025-08-01,402,Terra,MODIS,84,6.1NRT,293.24,33.6,N
55.68964,-106.59578,328.18,1.36,1.16,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.16,39.1,N
55.58645,-107.68533,304.67,1.24,1.11,2025-08-01,402,Terra,MODIS,19,6.1NRT,290.99,8.1,N
55.72102,-106.36203,345.3,1.39,1.17,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.97,84.1,N
55.71908,-106.38393,313.76,1.39,1.17,2025-08-01,402,Terra,MODIS,88,6.1NRT,293.2,20.03,N
55.70173,-106.57744,351.95,1.36,1.16,2025-08-01,402,Terra,MODIS,100,6.1NRT,296.41,102.93,N
55.61339,-107.51421,319.1,1.26,1.11,2025-08-01,402,Terra,MODIS,98,6.1NRT,293.6,24.22,N
55.61147,-107.53374,332.87,1.26,1.11,2025-08-01,402,Terra,MODIS,100,6.1NRT,295.61,45.37,N
55.96693,-103.28537,304.04,1.89,1.34,2025-08-01,402,Terra,MODIS,12,6.1NRT,290.17,13.52,N
55.71188,-106.5806,310.69,1.36,1.16,2025-08-01,402,Terra,MODIS,50,6.1NRT,292.57,14.77,N
55.6405,-107.3401,315.51,1.28,1.12,2025-08-01,402,Terra,MODIS,89,6.1NRT,292.13,19.02,N
55.61739,-107.57563,306.32,1.25,1.11,2025-08-01,402,Terra,MODIS,40,6.1NRT,290.78,10.12,N
56.08784,-100.29215,306.26,2.58,1.54,2025-08-01,402,Terra,MODIS,17,6.1NRT,289.36,27.55,N
56.07347,-100.69444,302.51,2.48,1.52,2025-08-01,402,Terra,MODIS,34,6.1NRT,289.84,19.37,N
55.7107,-106.56438,325.77,1.37,1.16,2025-08-01,402,Terra,MODIS,100,6.1NRT,294.16,36.08,N
55.70882,-106.58609,311.34,1.36,1.16,2025-08-01,402,Terra,MODIS,56,6.1NRT,291.96,15.26,N
