latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-7.23149,16.3819,311.35,1.3,1.13,2025-08-01,754,Terra,MODIS,64,6.1NRT,295.66,11.33,D
-7.23321,16.39327,305.42,1.3,1.13,2025-08-01,754,Terra,MODIS,30,6.1NRT,293.71,5.68,D
-4.49289,27.97248,307.36,2.96,1.64,2025-08-01,754,Terra,MODIS,52,6.1NRT,293.85,21.25,D
61.94147,68.44457,302.68,3.05,1.66,2025-08-01,754,Aqua,MODIS,43,6.1NRT,288.59,18.84,D
-5.91062,28.82917,314.43,3.66,1.79,2025-08-01,754,Terra,MODIS,65,6.1NRT,294.45,52.99,D
-6.37104,19.68131,313.66,1,1,2025-08-01,754,Terra,MODIS,16,6.1NRT,301.62,6.44,D
-6.37857,19.67128,312.86,1,1,2025-08-01,754,Terra,MODIS,47,6.1NRT,299.26,5.6,D
-6.85925,22.98721,307.81,1.32,1.14,2025-08-01,754,Terra,MODIS,45,6.1NRT,296.57,6.66,D
-6.80416,22.35716,309.76,1.21,1.09,2025-08-01,754,Terra,MODIS,60,6.1NRT,297.42,7.54,D
-6.75641,21.6703,310.17,1.11,1.05,2025-08-01,754,Terra,MODIS,63,6.1NRT,299.53,6.01,D
-6.75779,21.68009,310.16,1.11,1.05,2025-08-01,754,Terra,MODIS,63,6.1NRT,298.98,5.93,D
-7.10575,23.99313,312.54,1.57,1.23,2025-08-01,754,Terra,MODIS,64,6.1NRT,298.4,13.01,D
-7.18968,24.37275,311.57,1.68,1.27,2025-08-01,754,Terra,MODIS,38,6.1NRT,299.19,10.3,D
-7.21003,24.35488,317.34,1.67,1.27,2025-08-01,754,Terra,MODIS,71,6.1NRT,300.46,20.37,D
-6.95735,22.37355,315.57,1.21,1.1,2025-08-01,754,Terra,MODIS,71,6.1NRT,298.69,12.34,D
-7.18169,23.98337,313.96,1.57,1.23,2025-08-01,754,Terra,MODIS,66,6.1NRT,298.78,14.99,D
-7.3606,25.2931,322.81,1.99,1.38,2025-08-01,754,Terra,MODIS,77,6.1NRT,298.64,40.34,D
-6.96171,22.37799,316.86,1.22,1.1,2025-08-01,754,Terra,MODIS,73,6.1NRT,297.68,14.14,D
-7.38414,25.63237,309.14,2.12,1.42,2025-08-01,754,Terra,MODIS,37,6.1NRT,296.71,13.02,D
-7.35558,25.30614,312.04,2,1.38,2025-08-01,754,Terra,MODIS,34,6.1NRT,298.71,14.91,D
-6.50737,19.02129,314.23,1.02,1.01,2025-08-01,754,Terra,MODIS,59,6.1NRT,299.05,7.62,D
-7.36543,25.28688,312.15,1.99,1.38,2025-08-01,754,Terra,MODIS,55,6.1NRT,298.09,15.53,D
-7.36768,25.30449,314.27,2,1.38,2025-08-01,754,Terra,MODIS,63,6.1NRT,299.46,20.48,D
-6.51623,19.02006,338.96,1.02,1.01,2025-08-01,754,Terra,MODIS,90,6.1NRT,301.24,37.65,D
-6.52509,19.01881,313.12,1.02,1.01,2025-08-01,754,Terra,MODIS,47,6.1NRT,298.89,7.12,D
-7.55392,26.56455,325.15,2.54,1.53,2025-08-01,754,Terra,MODIS,80,6.1NRT,300.19,64.32,D
-7.55677,26.58706,337.46,2.55,1.54,2025-08-01,754,Terra,MODIS,89,6.1NRT,300.01,127.57,D
-7.56738,26.56272,366.4,2.54,1.53,2025-08-01,754,Terra,MODIS,100,6.1NRT,302.35,381.18,D
-7.57024,26.58516,378.18,2.55,1.54,2025-08-01,754,Terra,MODIS,100,6.1NRT,304.88,544.59,D
-7.44427,25.51202,329.15,2.08,1.4,2025-08-01,754,Terra,MODIS,83,6.1NRT,299.45,64.25,D
-7.58085,26.56101,325.18,2.54,1.53,2025-08-01,754,Terra,MODIS,80,6.1NRT,301.35,65.52,D
-7.58375,26.58354,317.75,2.55,1.54,2025-08-01,754,Terra,MODIS,71,6.1NRT,300.15,35.55,D
-7.17948,23.30284,309.99,1.4,1.17,2025-08-01,754,Terra,MODIS,58,6.1NRT,299.22,7.89,D
-5.77452,27.31342,308.73,2.74,1.58,2025-08-01,754,Terra,MODIS,40,6.1NRT,297.32,19.43,D
-4.50727,27.97073,306.89,2.96,1.64,2025-08-01,754,Terra,MODIS,47,6.1NRT,292.92,17.79,D
-5.69978,26.55758,317.48,2.37,1.49,2025-08-01,754,Terra,MODIS,64,6.1NRT,297.75,34.15,D
-4.24143,26.10926,315.24,2.07,1.4,2025-08-01,754,Terra,MODIS,64,6.1NRT,291.03,28.83,D
-5.69765,26.55228,317.42,2.37,1.49,2025-08-01,754,Terra,MODIS,71,6.1NRT,297.81,36.47,D
-5.67553,25.67672,316.32,2.01,1.38,2025-08-01,754,Terra,MODIS,56,6.1NRT,300.6,22.32,D
-4.24379,26.12729,310.45,2.07,1.4,2025-08-01,754,Terra,MODIS,32,6.1NRT,289.76,17.64,D
-5.67785,25.69449,320.5,2.02,1.38,2025-08-01,754,Terra,MODIS,76,6.1NRT,301.83,31.67,D
-4.49546,27.96563,315.33,2.96,1.64,2025-08-01,754,Terra,MODIS,72,6.1NRT,294.01,50.39,D
-5.81612,26.16342,311.52,2.21,1.44,2025-08-01,754,Terra,MODIS,44,6.1NRT,299.71,12.48,D
-4.34893,26.63349,311.61,2.29,1.46,2025-08-01,754,Terra,MODIS,66,6.1NRT,294.39,22.15,D
-5.83754,26.3209,312.02,2.28,1.46,2025-08-01,754,Terra,MODIS,45,6.1NRT,300.22,15.23,D
-5.81923,26.17737,312.4,2.22,1.44,2025-08-01,754,Terra,MODIS,51,6.1NRT,299.08,14.39,D
-4.28815,26.0849,307.19,2.06,1.4,2025-08-01,754,Terra,MODIS,57,6.1NRT,291.83,14.29,D
-5.83691,26.31542,313.34,2.28,1.46,2025-08-01,754,Terra,MODIS,53,6.1NRT,300.98,19.09,D
-4.64883,27.99209,310.06,2.99,1.64,2025-08-01,754,Terra,MODIS,62,6.1NRT,294.68,30.45,D
-5.91077,26.6836,314.25,2.45,1.51,2025-08-01,754,Terra,MODIS,55,6.1NRT,298.7,24.36,D
-5.92402,26.68192,334.85,2.45,1.51,2025-08-01,754,Terra,MODIS,87,6.1NRT,299.77,107.46,D
-4.65228,28.01807,306.84,3,1.65,2025-08-01,754,Terra,MODIS,52,6.1NRT,294.38,19.74,D
-5.93726,26.6802,344.48,2.45,1.51,2025-08-01,754,Terra,MODIS,93,6.1NRT,300.12,166.28,D
-4.60833,27.20926,310.5,2.57,1.54,2025-08-01,754,Terra,MODIS,43,6.1NRT,297.3,18.23,D
-5.8326,25.79571,312.25,2.07,1.4,2025-08-01,754,Terra,MODIS,49,6.1NRT,299.46,16.13,D
-4.62183,27.20726,326.37,2.57,1.54,2025-08-01,754,Terra,MODIS,82,6.1NRT,296.29,75.05,D
-5.74622,25.06928,313.63,1.8,1.32,2025-08-01,754,Terra,MODIS,67,6.1NRT,299.33,16.14,D
-5.74835,25.08492,313.64,1.81,1.32,2025-08-01,754,Terra,MODIS,67,6.1NRT,298.24,16.11,D
-5.07972,30.02373,311.05,4.44,1.94,2025-08-01,754,Terra,MODIS,64,6.1NRT,294.55,41.8,D
-5.63091,24.07396,306.04,1.51,1.21,2025-08-01,754,Terra,MODIS,50,6.1NRT,294.31,8.89,D
-5.75664,25.07722,315.93,1.81,1.32,2025-08-01,754,Terra,MODIS,68,6.1NRT,299.01,18.07,D
-5.09671,30.02168,328.13,4.44,1.94,2025-08-01,754,Terra,MODIS,84,6.1NRT,295.25,180.38,D
-5.63683,24.0801,306.93,1.51,1.21,2025-08-01,754,Terra,MODIS,53,6.1NRT,294.41,9.89,D
-5.86682,25.551,321.05,1.98,1.37,2025-08-01,754,Terra,MODIS,39,6.1NRT,300.31,29.89,D
-5.10023,30.01478,311.68,4.44,1.94,2025-08-01,754,Terra,MODIS,56,6.1NRT,294.93,42.61,D
-5.89522,25.67186,316.49,2.02,1.39,2025-08-01,754,Terra,MODIS,64,6.1NRT,300.02,24.29,D
-5.86796,25.37764,320,1.91,1.35,2025-08-01,754,Terra,MODIS,75,6.1NRT,299.24,30.27,D
-4.75301,26.3379,308.59,2.19,1.44,2025-08-01,754,Terra,MODIS,55,6.1NRT,295.4,13.07,D
-5.87021,25.39426,317.93,1.92,1.35,2025-08-01,754,Terra,MODIS,73,6.1NRT,300.07,24.6,D
-5.90292,25.54585,343.54,1.98,1.37,2025-08-01,754,Terra,MODIS,92,6.1NRT,302.39,111.92,D
-5.00209,28.14198,314.41,3.11,1.67,2025-08-01,754,Terra,MODIS,70,6.1NRT,293.85,46.24,D
-5.90527,25.56321,327.45,1.98,1.37,2025-08-01,754,Terra,MODIS,52,6.1NRT,301.33,46.61,D
-5.90797,25.53947,328.41,1.98,1.37,2025-08-01,754,Terra,MODIS,83,6.1NRT,300.47,50.93,D
-5.00307,28.13666,311.36,3.11,1.67,2025-08-01,754,Terra,MODIS,65,6.1NRT,294.21,37.32,D
-5.91019,25.55678,326.27,1.98,1.37,2025-08-01,754,Terra,MODIS,79,6.1NRT,301.45,45.69,D
-5.91204,25.38293,318.92,1.92,1.35,2025-08-01,754,Terra,MODIS,51,6.1NRT,301.82,23.47,D
-5.00647,28.16298,308.3,3.13,1.68,2025-08-01,754,Terra,MODIS,56,6.1NRT,292.21,27.17,D
-5.91426,25.39992,319.51,1.93,1.36,2025-08-01,754,Terra,MODIS,56,6.1NRT,301.12,24.66,D
-5.92391,25.38116,320.54,1.92,1.35,2025-08-01,754,Terra,MODIS,66,6.1NRT,301.19,27.12,D
-4.87858,26.38732,320.4,2.23,1.45,2025-08-01,754,Terra,MODIS,77,6.1NRT,296.66,43.61,D
-5.92503,25.03383,311.57,1.8,1.32,2025-08-01,754,Terra,MODIS,59,6.1NRT,299.52,12.77,D
-5.94906,25.21005,327.78,1.86,1.33,2025-08-01,754,Terra,MODIS,82,6.1NRT,299.98,51.08,D
-4.88118,26.40686,319.4,2.23,1.45,2025-08-01,754,Terra,MODIS,76,6.1NRT,297.82,39.96,D
-5.95412,25.15987,312.01,1.85,1.33,2025-08-01,754,Terra,MODIS,62,6.1NRT,299.95,14.31,D
-4.76628,25.46148,316.83,1.87,1.34,2025-08-01,754,Terra,MODIS,74,6.1NRT,296.3,26.93,D
-6.29086,27.54439,315.34,2.91,1.63,2025-08-01,754,Terra,MODIS,57,6.1NRT,300.8,27.31,D
-5.21871,28.62144,307.56,3.43,1.74,2025-08-01,754,Terra,MODIS,53,6.1NRT,294.28,25.56,D
-5.94994,25.15383,314.29,1.85,1.33,2025-08-01,754,Terra,MODIS,63,6.1NRT,299.67,17.19,D
-5.95625,25.20272,313.49,1.86,1.33,2025-08-01,754,Terra,MODIS,64,6.1NRT,298.62,15.63,D
-5.22268,28.65126,306.96,3.45,1.75,2025-08-01,754,Terra,MODIS,49,6.1NRT,294.48,24.38,D
-5.21957,28.64657,308.22,3.45,1.75,2025-08-01,754,Terra,MODIS,53,6.1NRT,294.54,31.42,D
-5.95832,25.21871,312.04,1.87,1.34,2025-08-01,754,Terra,MODIS,60,6.1NRT,298.82,13.83,D
-4.98349,17.81921,306.7,1.15,1.07,2025-08-01,754,Terra,MODIS,60,6.1NRT,295.49,5.73,D
-4.96691,25.8981,318.51,2.04,1.39,2025-08-01,754,Terra,MODIS,70,6.1NRT,299.01,27.06,D
-6.07416,25.54632,319.39,1.99,1.38,2025-08-01,754,Terra,MODIS,74,6.1NRT,299.73,31.05,D
-4.97053,25.89093,334.23,2.04,1.39,2025-08-01,754,Terra,MODIS,88,6.1NRT,299.84,78.41,D
-6.28739,27.04643,311.31,2.65,1.56,2025-08-01,754,Terra,MODIS,56,6.1NRT,299.41,19.43,D
-4.97287,25.90875,317.29,2.04,1.39,2025-08-01,754,Terra,MODIS,65,6.1NRT,301.66,24.63,D
-6.29045,27.06953,325.15,2.66,1.57,2025-08-01,754,Terra,MODIS,79,6.1NRT,299.03,73.03,D
-4.98273,25.88925,389.47,2.04,1.39,2025-08-01,754,Terra,MODIS,100,6.1NRT,304.37,533.97,D
-6.29707,27.06342,325.8,2.66,1.57,2025-08-01,754,Terra,MODIS,80,6.1NRT,298.93,76.03,D
-4.9851,25.90707,338.89,2.04,1.39,2025-08-01,754,Terra,MODIS,90,6.1NRT,302.79,98.24,D
-6.14229,25.46195,314.52,1.96,1.37,2025-08-01,754,Terra,MODIS,43,6.1NRT,300.1,15.6,D
-4.94708,25.44208,311.31,1.87,1.34,2025-08-01,754,Terra,MODIS,40,6.1NRT,297.77,13.14,D
-6.14457,25.47904,330.37,1.97,1.37,2025-08-01,754,Terra,MODIS,84,6.1NRT,302.77,61.08,D
-4.94934,25.45873,313.93,1.88,1.34,2025-08-01,754,Terra,MODIS,47,6.1NRT,297.59,18.09,D
-5.43246,20.27585,311.77,1,1,2025-08-01,754,Terra,MODIS,69,6.1NRT,297.11,7.84,D
-5.3967,28.83046,309.14,3.6,1.78,2025-08-01,754,Terra,MODIS,50,6.1NRT,295.13,29.43,D
-6.19229,25.65091,327.73,2.04,1.39,2025-08-01,754,Terra,MODIS,82,6.1NRT,299.44,57.05,D
-4.90762,24.81868,317.34,1.67,1.27,2025-08-01,754,Terra,MODIS,67,6.1NRT,298.16,19.11,D
-5.19621,26.89262,319.45,2.48,1.52,2025-08-01,754,Terra,MODIS,59,6.1NRT,297.94,40.51,D
-6.19469,25.66873,329.39,2.04,1.39,2025-08-01,754,Terra,MODIS,84,6.1NRT,301.08,64.24,D
-6.20453,25.64955,370.06,2.04,1.39,2025-08-01,754,Terra,MODIS,100,6.1NRT,301.73,310.79,D
-5.21764,27.04831,317.52,2.55,1.54,2025-08-01,754,Terra,MODIS,73,6.1NRT,297.18,39.01,D
-6.20696,25.66738,375.83,2.04,1.39,2025-08-01,754,Terra,MODIS,100,6.1NRT,303.58,371.98,D
-4.91033,24.82732,315.64,1.68,1.27,2025-08-01,754,Terra,MODIS,64,6.1NRT,299.17,16.46,D
-5.19327,26.88748,318.68,2.48,1.52,2025-08-01,754,Terra,MODIS,74,6.1NRT,298.2,42.8,D
-6.19598,25.64398,319.17,2.04,1.39,2025-08-01,754,Terra,MODIS,29,6.1NRT,297.89,26.14,D
-6.19825,25.66183,355.85,2.04,1.39,2025-08-01,754,Terra,MODIS,98,6.1NRT,303.79,195.15,D
-5.19626,26.91062,313.09,2.49,1.52,2025-08-01,754,Terra,MODIS,52,6.1NRT,297.47,22.31,D
-6.20821,25.64251,322.33,2.04,1.39,2025-08-01,754,Terra,MODIS,50,6.1NRT,301.24,35.79,D
-5.22693,27.04161,317.58,2.55,1.54,2025-08-01,754,Terra,MODIS,73,6.1NRT,297.41,41.25,D
-6.21052,25.66048,372.14,2.04,1.39,2025-08-01,754,Terra,MODIS,100,6.1NRT,302.49,333.16,D
-6.26234,25.49105,318.95,1.98,1.37,2025-08-01,754,Terra,MODIS,74,6.1NRT,301.68,26.16,D
-6.39642,26.29351,339.58,2.31,1.47,2025-08-01,754,Terra,MODIS,90,6.1NRT,299.53,125.85,D
-6.39528,26.28806,331.46,2.31,1.47,2025-08-01,754,Terra,MODIS,85,6.1NRT,299.79,87.45,D
-6.39789,26.30851,323.05,2.32,1.47,2025-08-01,754,Terra,MODIS,78,6.1NRT,298.29,53.92,D
-6.57723,27.61371,308.81,2.99,1.64,2025-08-01,754,Terra,MODIS,40,6.1NRT,297.44,17.14,D
-6.25301,24.91768,321.07,1.79,1.31,2025-08-01,754,Terra,MODIS,47,6.1NRT,299.8,28,D
-6.6909,28.2753,309.24,3.39,1.74,2025-08-01,754,Terra,MODIS,47,6.1NRT,297.83,27.27,D
-6.2645,24.91607,323.5,1.79,1.31,2025-08-01,754,Terra,MODIS,70,6.1NRT,301.45,33.92,D
-6.60397,27.48027,312.12,2.91,1.63,2025-08-01,754,Terra,MODIS,60,6.1NRT,298.9,26.41,D
-6.53697,26.6552,316.4,2.49,1.52,2025-08-01,754,Terra,MODIS,70,6.1NRT,299.23,28.61,D
-6.53257,26.64893,319.64,2.49,1.52,2025-08-01,754,Terra,MODIS,74,6.1NRT,299.73,42.58,D
-6.40183,25.53147,324.14,2.01,1.38,2025-08-01,754,Terra,MODIS,66,6.1NRT,302.02,37.2,D
-6.41397,25.5299,334.02,2.01,1.38,2025-08-01,754,Terra,MODIS,87,6.1NRT,301.39,72.96,D
-6.41628,25.54746,322.58,2.02,1.38,2025-08-01,754,Terra,MODIS,53,6.1NRT,299.55,34.54,D
-5.24246,17.13791,307.44,1.24,1.11,2025-08-01,754,Terra,MODIS,60,6.1NRT,293.82,8.67,D
-6.52317,26.26503,310.48,2.31,1.47,2025-08-01,754,Terra,MODIS,52,6.1NRT,298.51,16.47,D
-6.72573,27.83276,309.77,3.13,1.68,2025-08-01,754,Terra,MODIS,37,6.1NRT,296.07,19.86,D
-6.74046,27.83091,312.37,3.13,1.68,2025-08-01,754,Terra,MODIS,59,6.1NRT,295.44,31.41,D
-6.48929,25.81472,322.47,2.12,1.42,2025-08-01,754,Terra,MODIS,78,6.1NRT,301.81,43.08,D
-6.49183,25.83366,334.27,2.13,1.42,2025-08-01,754,Terra,MODIS,87,6.1NRT,301.18,87.36,D
-6.56671,26.19811,317.08,2.29,1.46,2025-08-01,754,Terra,MODIS,58,6.1NRT,300,23.21,D
-6.4939,25.82755,332.61,2.13,1.42,2025-08-01,754,Terra,MODIS,86,6.1NRT,301.12,77.94,D
-6.74111,27.82548,310.54,3.13,1.68,2025-08-01,754,Terra,MODIS,41,6.1NRT,295.38,24.27,D
-6.4585,25.17235,310.54,1.89,1.34,2025-08-01,754,Terra,MODIS,56,6.1NRT,299.33,12.01,D
-6.70069,27.03554,311.57,2.69,1.57,2025-08-01,754,Terra,MODIS,59,6.1NRT,299,20.35,D
-6.48131,25.25355,316.45,1.91,1.35,2025-08-01,754,Terra,MODIS,70,6.1NRT,300.22,23.43,D
-6.48356,25.27046,319.56,1.92,1.35,2025-08-01,754,Terra,MODIS,74,6.1NRT,301.82,31.06,D
-6.64782,26.51918,319.28,2.44,1.51,2025-08-01,754,Terra,MODIS,74,6.1NRT,299.64,39.15,D
-6.65062,26.54069,311.78,2.45,1.51,2025-08-01,754,Terra,MODIS,53,6.1NRT,299.29,15.04,D
-6.59632,26.02639,327.9,2.22,1.44,2025-08-01,754,Terra,MODIS,82,6.1NRT,300.27,66.41,D
-6.59892,26.04608,312.11,2.23,1.45,2025-08-01,754,Terra,MODIS,49,6.1NRT,298.09,16.37,D
-6.61946,26.10316,313.52,2.25,1.45,2025-08-01,754,Terra,MODIS,39,6.1NRT,299.57,19.27,D
-6.63223,26.10153,313.06,2.25,1.45,2025-08-01,754,Terra,MODIS,45,6.1NRT,298.34,20.03,D
-6.63196,26.09489,312.94,2.25,1.45,2025-08-01,754,Terra,MODIS,24,6.1NRT,298.59,20.18,D
-6.61827,25.69086,323,2.09,1.41,2025-08-01,754,Terra,MODIS,78,6.1NRT,301.33,42.21,D
-5.60615,18.28996,321.63,1.08,1.04,2025-08-01,754,Terra,MODIS,78,6.1NRT,300.04,16.36,D
-6.54281,24.76583,309.78,1.76,1.3,2025-08-01,754,Terra,MODIS,53,6.1NRT,298.37,11.15,D
-6.54284,24.77567,310.31,1.76,1.3,2025-08-01,754,Terra,MODIS,53,6.1NRT,298.39,11.26,D
-6.09809,21.25466,307.11,1.06,1.03,2025-08-01,754,Terra,MODIS,59,6.1NRT,297.01,5.64,D
-6.663,25.42679,325.52,1.99,1.38,2025-08-01,754,Terra,MODIS,80,6.1NRT,298.84,50.1,D
-6.66528,25.44431,312.97,2,1.38,2025-08-01,754,Terra,MODIS,43,6.1NRT,299.63,19.24,D
-6.66759,25.46204,311.7,2,1.38,2025-08-01,754,Terra,MODIS,43,6.1NRT,297.86,17,D
-6.67507,25.42504,350.21,1.99,1.38,2025-08-01,754,Terra,MODIS,95,6.1NRT,300.43,156.3,D
-6.67737,25.44258,344.16,2,1.38,2025-08-01,754,Terra,MODIS,93,6.1NRT,300.66,126.68,D
-6.67971,25.46042,320.8,2,1.38,2025-08-01,754,Terra,MODIS,75,6.1NRT,297.41,38.56,D
-6.17335,21.20004,310.11,1.05,1.03,2025-08-01,754,Terra,MODIS,58,6.1NRT,298.89,6.46,D
-6.87898,25.98979,312.54,2.23,1.45,2025-08-01,754,Terra,MODIS,53,6.1NRT,300.81,15.7,D
-7.30054,29.25032,309.91,4.17,1.89,2025-08-01,754,Terra,MODIS,48,6.1NRT,295.11,40,D
-6.66106,24.2884,317.41,1.62,1.25,2025-08-01,754,Terra,MODIS,71,6.1NRT,299.75,19.37,D
-6.67206,24.28682,313.75,1.62,1.25,2025-08-01,754,Terra,MODIS,47,6.1NRT,300.32,12.43,D
-6.74801,24.83816,316.51,1.79,1.31,2025-08-01,754,Terra,MODIS,69,6.1NRT,300.43,22.07,D
-6.87111,25.74053,325.59,2.12,1.42,2025-08-01,754,Terra,MODIS,80,6.1NRT,298.57,50.04,D
-6.87359,25.75883,324.23,2.13,1.42,2025-08-01,754,Terra,MODIS,79,6.1NRT,299.82,47.35,D
-6.66243,24.28244,313.32,1.62,1.25,2025-08-01,754,Terra,MODIS,43,6.1NRT,300.29,11.71,D
-6.66427,24.2966,317.88,1.62,1.25,2025-08-01,754,Terra,MODIS,72,6.1NRT,299.91,19.88,D
-6.74522,24.83276,315.83,1.79,1.31,2025-08-01,754,Terra,MODIS,68,6.1NRT,300.53,22.67,D
-6.87335,25.73457,313.19,2.12,1.42,2025-08-01,754,Terra,MODIS,18,6.1NRT,298.46,15.08,D
-6.87572,25.75311,332.83,2.13,1.42,2025-08-01,754,Terra,MODIS,86,6.1NRT,300.02,79.94,D
-7.30646,29.24431,314.13,4.17,1.89,2025-08-01,754,Terra,MODIS,64,6.1NRT,295.12,65.24,D
-7.02918,26.23284,317.63,2.34,1.48,2025-08-01,754,Terra,MODIS,57,6.1NRT,299.23,29.32,D
-7.02727,26.22627,317.97,2.34,1.48,2025-08-01,754,Terra,MODIS,71,6.1NRT,299.36,32.72,D
-7.0643,26.41346,319.12,2.43,1.5,2025-08-01,754,Terra,MODIS,73,6.1NRT,298.56,39.06,D
-7.06696,26.43442,311.33,2.44,1.51,2025-08-01,754,Terra,MODIS,45,6.1NRT,298.08,15.89,D
-5.99758,18.505,317.3,1.05,1.02,2025-08-01,754,Terra,MODIS,71,6.1NRT,298.41,10.59,D
-6.06528,18.96894,312.92,1.02,1.01,2025-08-01,754,Terra,MODIS,64,6.1NRT,298.77,6.53,D
-6.00658,18.50363,313.92,1.05,1.02,2025-08-01,754,Terra,MODIS,66,6.1NRT,296.76,7.86,D
-6.82759,24.32737,321.25,1.64,1.26,2025-08-01,754,Terra,MODIS,76,6.1NRT,298.67,28.54,D
-5.99754,18.3149,311.27,1.07,1.03,2025-08-01,754,Terra,MODIS,44,6.1NRT,300.18,5.56,D
-6.01804,18.26746,315.06,1.07,1.03,2025-08-01,754,Terra,MODIS,70,6.1NRT,299.54,9.41,D
-6.01943,18.27684,317.08,1.07,1.03,2025-08-01,754,Terra,MODIS,72,6.1NRT,297.64,11.08,D
-6.97515,24.91868,317.95,1.83,1.33,2025-08-01,754,Terra,MODIS,71,6.1NRT,300.06,26.48,D
-6.97725,24.93459,315.21,1.84,1.33,2025-08-01,754,Terra,MODIS,66,6.1NRT,299.7,20.54,D
-6.97853,24.67992,328.81,1.76,1.3,2025-08-01,754,Terra,MODIS,83,6.1NRT,301.91,47.71,D
-6.98059,24.69519,317.58,1.76,1.3,2025-08-01,754,Terra,MODIS,70,6.1NRT,300.41,20.99,D
-6.92747,24.2208,309.51,1.62,1.25,2025-08-01,754,Terra,MODIS,43,6.1NRT,298.52,8.79,D
-6.92939,24.2348,311.04,1.62,1.25,2025-08-01,754,Terra,MODIS,57,6.1NRT,298.77,10.65,D
-6.98994,24.67831,313.48,1.76,1.3,2025-08-01,754,Terra,MODIS,49,6.1NRT,301.75,12.03,D
-7.22233,26.40897,319.42,2.44,1.51,2025-08-01,754,Terra,MODIS,73,6.1NRT,301.04,38.69,D
-7.16451,25.87762,325.5,2.2,1.44,2025-08-01,754,Terra,MODIS,80,6.1NRT,299.55,55.3,D
-6.93065,24.2283,310.91,1.62,1.25,2025-08-01,754,Terra,MODIS,31,6.1NRT,299.22,9.05,D
-6.98787,24.67223,315.82,1.76,1.3,2025-08-01,754,Terra,MODIS,37,6.1NRT,301.52,15.9,D
-6.98984,24.68762,323.36,1.76,1.3,2025-08-01,754,Terra,MODIS,78,6.1NRT,301.2,33.03,D
-7.20833,26.31846,313.31,2.4,1.49,2025-08-01,754,Terra,MODIS,62,6.1NRT,301.35,17.87,D
-7.21886,26.40306,315.94,2.44,1.51,2025-08-01,754,Terra,MODIS,68,6.1NRT,301.17,27.42,D
-7.22149,26.42424,312.47,2.45,1.51,2025-08-01,754,Terra,MODIS,54,6.1NRT,300.21,19.02,D
-6.85206,23.4656,312.97,1.42,1.18,2025-08-01,754,Terra,MODIS,58,6.1NRT,297.72,11.92,D
-7.16518,25.87106,320.72,2.2,1.44,2025-08-01,754,Terra,MODIS,75,6.1NRT,299.34,42.26,D
-7.16764,25.8904,310.98,2.21,1.44,2025-08-01,754,Terra,MODIS,53,6.1NRT,298.86,15.77,D
-7.0404,24.80706,312.96,1.8,1.32,2025-08-01,754,Terra,MODIS,48,6.1NRT,299.34,13.88,D
-7.04247,24.82285,333.81,1.81,1.32,2025-08-01,754,Terra,MODIS,86,6.1NRT,300.3,67.91,D
-7.04452,24.83853,312.9,1.81,1.32,2025-08-01,754,Terra,MODIS,56,6.1NRT,298.98,14.55,D
-6.87108,23.45008,319.55,1.42,1.18,2025-08-01,754,Terra,MODIS,75,6.1NRT,298,21.98,D
-7.04373,24.74307,324.99,1.78,1.31,2025-08-01,754,Terra,MODIS,79,6.1NRT,301.14,40.44,D
-7.04576,24.75849,316.46,1.79,1.31,2025-08-01,754,Terra,MODIS,69,6.1NRT,301.32,20.57,D
-6.36851,19.66373,328.32,1,1,2025-08-01,754,Terra,MODIS,83,6.1NRT,300.34,20.47,D
-6.36977,19.67252,360.5,1,1,2025-08-01,754,Terra,MODIS,100,6.1NRT,303.48,81.88,D
-7.30598,24.21833,311.69,1.64,1.26,2025-08-01,754,Terra,MODIS,54,6.1NRT,298.11,11.44,D
-7.23629,16.3464,316.69,1.31,1.13,2025-08-01,754,Terra,MODIS,73,6.1NRT,295.68,17.96,D
-8.10452,22.37099,314.08,1.25,1.11,2025-08-01,754,Terra,MODIS,36,6.1NRT,297.32,10.73,D
-8.53165,25.62614,318.81,2.21,1.44,2025-08-01,754,Terra,MODIS,74,6.1NRT,298.47,34.95,D
-8.11279,22.35858,340.05,1.25,1.11,2025-08-01,754,Terra,MODIS,91,6.1NRT,299.34,52.91,D
-8.1143,22.36966,343.77,1.25,1.11,2025-08-01,754,Terra,MODIS,93,6.1NRT,299.11,61.45,D
-8.12256,22.35726,336.53,1.25,1.11,2025-08-01,754,Terra,MODIS,89,6.1NRT,299.74,45.26,D
-8.12408,22.36834,318.8,1.25,1.11,2025-08-01,754,Terra,MODIS,73,6.1NRT,300.51,14.68,D
-8.28111,23.52453,311.12,1.5,1.21,2025-08-01,754,Terra,MODIS,44,6.1NRT,299.09,8.4,D
-7.34059,16.70803,333.26,1.24,1.11,2025-08-01,754,Terra,MODIS,87,6.1NRT,299.02,38.95,D
-7.99639,21.24551,310.81,1.09,1.04,2025-08-01,754,Terra,MODIS,61,6.1NRT,299.93,6.03,D
-7.34235,16.70133,315.09,1.24,1.11,2025-08-01,754,Terra,MODIS,70,6.1NRT,299.56,12.12,D
-7.34398,16.712,327.65,1.24,1.11,2025-08-01,754,Terra,MODIS,83,6.1NRT,297.78,28.92,D
-7.57055,18.21349,322.54,1.05,1.02,2025-08-01,754,Terra,MODIS,77,6.1NRT,298.55,17.96,D
